product_id,product_name,category,region,priority,price,user_id,final_price
114,Chair,Furniture,South,Low,35733.0,2784,42164.939999999995
115,Jeans,Clothing,Central,Medium,211.0,4810,248.98
116,Bat,Sports,East,High,4275.0,8166,5044.5
117,Phone,Electronics,North,Low,77600.0,5274,91568.0
118,Bench,Furniture,North,Low,21260.0,5564,25086.8
119,Marker,Stationery,West,Medium,290.0,7747,342.2
120,Notebook,Stationery,North,Low,463.0,7881,546.3399999999999
121,Camera,Electronics,South,Medium,49725.0,1558,58675.5
123,Ruler,Stationery,North,Low,112.0,4177,132.16
124,Stool,Furniture,South,Low,20828.0,9122,24577.039999999997
125,Racket,Sports,South,Low,1074.0,3398,1267.32
126,T-Shirt,Clothing,South,Low,5083.0,1849,5997.94
127,Monitor,Electronics,West,Low,42382.0,2300,50010.759999999995
128,Table,Furniture,South,Low,35893.0,1522,42353.74
129,Scissors,Stationery,East,High,236.0,1047,278.47999999999996
130,Camera,Electronics,North,Low,17414.0,4398,20548.52
131,Socks,Clothing,East,High,3742.0,8757,4415.5599999999995
132,Table,Furniture,Central,High,14150.0,8774,16697.0
134,Mouse,Electronics,North,High,9326.0,2029,11004.68
135,Dumbbell,Sports,East,Low,864.0,6185,1019.52
136,Folder,Stationery,North,Medium,314.0,2070,370.52
137,Headphones,Electronics,North,Low,62245.0,7332,73449.09999999999
138,Scissors,Stationery,West,Low,264.0,5969,311.52
139,Bench,Furniture,South,Low,22441.0,2294,26480.379999999997
140,Helmet,Sports,West,Medium,4201.0,1554,4957.179999999999
141,Belt,Clothing,Central,Low,3694.0,2182,4358.92
142,Highlighter,Stationery,North,Low,225.0,8323,265.5
143,Bookshelf,Furniture,South,Low,42152.0,4849,49739.36
144,Ball,Sports,East,Low,4535.0,5265,5351.299999999999
145,Stool,Furniture,South,Low,16933.0,4084,19980.94
146,Pen,Stationery,West,Low,135.0,4790,159.29999999999998
147,Mouse,Electronics,North,Low,63428.0,4786,74845.04
148,Socks,Clothing,North,High,2107.0,4105,2486.2599999999998
149,Frisbee,Sports,South,High,6248.0,3912,7372.639999999999
150,Gloves,Clothing,East,Medium,5645.0,2733,6661.099999999999
151,Frisbee,Sports,East,Low,6190.0,1723,7304.2
152,Lamp,Furniture,North,Medium,44206.0,1186,52163.079999999994
154,Mouse,Electronics,Central,Low,54699.0,7476,64544.82
155,Racket,Sports,Central,Low,2831.0,5442,3340.58
156,Cap,Clothing,East,Low,620.0,6852,731.5999999999999
157,Sweater,Clothing,North,High,3180.0,7401,3752.3999999999996
158,Shoes,Clothing,North,Low,1482.0,2482,1748.76
159,Gloves,Clothing,East,Low,1531.0,1846,1806.58
160,Racket,Sports,West,Low,6225.0,3812,7345.5
161,Table,Furniture,East,Low,12758.0,2782,15054.439999999999
162,Scarf,Clothing,South,Low,556.0,8909,656.0799999999999
163,Notebook,Stationery,Central,High,208.0,3625,245.44
164,Bench,Furniture,West,Medium,14352.0,3997,16935.36
165,Helmet,Sports,North,Low,8635.0,6885,10189.3
167,Bat,Sports,East,Low,7616.0,6017,8986.88
168,Cap,Clothing,Central,Low,3388.0,8320,3997.8399999999997
169,Skipping Rope,Sports,South,Low,8169.0,8320,9639.42
170,Skipping Rope,Sports,South,High,6709.0,3104,7916.62
171,Scissors,Stationery,East,Low,236.0,1667,278.47999999999996
172,Monitor,Electronics,North,High,42320.0,9380,49937.6
174,Charger,Electronics,North,Low,65670.0,3705,77490.59999999999
175,Chair,Furniture,East,Medium,18029.0,5505,21274.219999999998
176,Jacket,Clothing,East,Medium,4133.0,5306,4876.94
177,Football,Sports,South,Low,753.0,7610,888.54
178,Lamp,Furniture,East,High,12558.0,5330,14818.439999999999
179,Speaker,Electronics,North,Medium,48356.0,8422,57060.079999999994
180,Football,Sports,Central,Medium,1863.0,9776,2198.3399999999997
181,Socks,Clothing,East,Low,3222.0,6902,3801.9599999999996
182,Pen,Stationery,West,Low,325.0,1791,383.5
183,Ruler,Stationery,East,Low,455.0,6122,536.9
184,Laptop,Electronics,South,Low,57853.0,6965,68266.54
186,Charger,Electronics,East,Low,69762.0,4674,82319.15999999999
187,Gloves,Clothing,East,Medium,1872.0,8780,2208.96
188,Sofa,Furniture,North,High,17463.0,8386,20606.34
189,Phone,Electronics,South,High,36558.0,5329,43138.439999999995
190,Laptop,Electronics,Central,High,79151.0,8270,93398.18
193,Laptop,Electronics,Central,Medium,27055.0,4268,31924.899999999998
194,Frisbee,Sports,Central,Medium,6953.0,3861,8204.539999999999
195,Net,Sports,North,Low,944.0,8830,1113.9199999999998
196,Bat,Sports,West,High,7772.0,8413,9170.96
198,Folder,Stationery,North,Low,293.0,9572,345.74
200,Marker,Stationery,South,High,392.0,4144,462.56
201,Socks,Clothing,Central,Low,5366.0,9787,6331.88
202,Scarf,Clothing,Central,Medium,417.0,4831,492.06
203,Net,Sports,South,Low,1424.0,3810,1680.32
204,Desk,Furniture,North,Low,42261.0,6650,49867.979999999996
205,Desk,Furniture,North,Low,46891.0,1698,55331.38
206,Laptop,Electronics,North,High,48832.0,9747,57621.759999999995
207,Keyboard,Electronics,North,Low,27828.0,1564,32837.04
208,Camera,Electronics,West,Low,14026.0,4358,16550.68
209,Glue,Stationery,East,Low,20.0,5630,23.599999999999998
210,Tablet,Electronics,East,Medium,67225.0,5712,79325.5
211,Bat,Sports,West,Low,8647.0,6681,10203.46
212,T-Shirt,Clothing,Central,Medium,944.0,5704,1113.9199999999998
213,Cabinet,Furniture,North,Medium,20396.0,1884,24067.28
214,Tablet,Electronics,West,Low,25385.0,6688,29954.3
215,Net,Sports,Central,High,4798.0,4793,5661.639999999999
216,Jacket,Clothing,North,High,862.0,2713,1017.16
217,Glue,Stationery,North,Low,212.0,2411,250.16
218,T-Shirt,Clothing,East,Low,2356.0,9928,2780.08
219,Racket,Sports,West,High,3976.0,3078,4691.679999999999
220,Frisbee,Sports,Central,Medium,5859.0,9548,6913.62
221,Stool,Furniture,Central,Medium,12611.0,5214,14880.98
222,Helmet,Sports,South,Low,4048.0,5382,4776.639999999999
223,Highlighter,Stationery,South,Medium,136.0,9555,160.48
224,Stapler,Stationery,South,Low,106.0,2667,125.08
225,Chair,Furniture,South,Low,11220.0,5872,13239.599999999999
226,Cap,Clothing,South,Low,1075.0,7362,1268.5
227,T-Shirt,Clothing,North,Low,3776.0,9199,4455.679999999999
228,Eraser,Stationery,North,Low,319.0,1090,376.41999999999996
229,Cabinet,Furniture,Central,Medium,43914.0,4744,51818.52
230,Helmet,Sports,South,Medium,7586.0,5256,8951.48
231,Keyboard,Electronics,South,Medium,21707.0,7939,25614.26
232,Scarf,Clothing,North,Medium,3553.0,3999,4192.54
233,Notebook,Stationery,West,High,474.0,1624,559.3199999999999
234,Ruler,Stationery,South,Low,410.0,4273,483.79999999999995
235,Dumbbell,Sports,North,High,7633.0,8794,9006.939999999999
236,Bat,Sports,East,Medium,6873.0,8486,8110.139999999999
237,Sofa,Furniture,West,Medium,9521.0,6824,11234.779999999999
239,Sweater,Clothing,East,Medium,1095.0,7561,1292.1
240,Helmet,Sports,West,Low,2845.0,2128,3357.1
241,Stool,Furniture,Central,Medium,11085.0,7771,13080.3
242,Cap,Clothing,Central,Medium,4045.0,4775,4773.099999999999
243,Scissors,Stationery,East,High,357.0,1044,421.26
244,Glue,Stationery,South,Medium,174.0,8020,205.32
245,Ball,Sports,East,Low,5117.0,1934,6038.0599999999995
246,Charger,Electronics,East,Medium,19602.0,6654,23130.36
247,Bat,Sports,North,Low,1329.0,5096,1568.22
248,Ball,Sports,Central,Low,3977.0,8404,4692.86
249,Stapler,Stationery,South,High,415.0,2481,489.7
250,Net,Sports,South,Low,3641.0,8185,4296.38
251,Speaker,Electronics,North,Low,31893.0,8753,37633.74
252,Belt,Clothing,North,Low,1383.0,5039,1631.9399999999998
253,Jacket,Clothing,Central,Medium,254.0,6254,299.71999999999997
254,Gloves,Clothing,West,Medium,4015.0,7861,4737.7
256,Tablet,Electronics,North,Medium,64727.0,3367,76377.86
257,Headphones,Electronics,West,Medium,45581.0,6999,53785.579999999994
258,Eraser,Stationery,Central,Medium,477.0,8130,562.86
259,Scissors,Stationery,East,Medium,433.0,6819,510.94
260,Sweater,Clothing,East,Medium,2425.0,6649,2861.5
261,Stool,Furniture,North,Low,22281.0,3090,26291.579999999998
262,Ball,Sports,North,Low,6802.0,1814,8026.36
263,Cap,Clothing,North,Low,1755.0,8783,2070.9
264,Bat,Sports,Central,High,6311.0,2359,7446.98
265,Desk,Furniture,West,Medium,12896.0,3970,15217.279999999999
266,Keyboard,Electronics,North,High,2959.0,3272,3491.62
267,Ruler,Stationery,East,High,104.0,6217,122.72
268,Keyboard,Electronics,Central,Medium,8358.0,9554,9862.439999999999
269,Phone,Electronics,West,Medium,54238.0,1231,64000.84
270,Gloves,Clothing,Central,High,5601.0,8789,6609.179999999999
271,Belt,Clothing,North,Low,4068.0,3486,4800.24
272,Keyboard,Electronics,North,Low,17147.0,2444,20233.46
273,Chair,Furniture,South,Low,19551.0,4969,23070.18
274,Jacket,Clothing,North,Low,5892.0,2381,6952.5599999999995
275,Ruler,Stationery,West,Low,487.0,1862,574.66
276,Laptop,Electronics,North,Low,11643.0,6119,13738.74
277,Racket,Sports,West,Medium,5331.0,8188,6290.58
278,Jacket,Clothing,South,High,1156.0,3687,1364.08
279,Scarf,Clothing,West,Medium,3908.0,6470,4611.44
280,Folder,Stationery,North,Medium,343.0,6440,404.73999999999995
281,Bat,Sports,South,Medium,5206.0,5032,6143.08
282,Sweater,Clothing,West,Medium,2119.0,5641,2500.42
283,Tablet,Electronics,East,Low,21815.0,1692,25741.699999999997
284,Stapler,Stationery,Central,Low,445.0,9975,525.1
285,Socks,Clothing,Central,Low,4735.0,7254,5587.299999999999
286,Bookshelf,Furniture,East,Medium,45911.0,4384,54174.979999999996
287,Highlighter,Stationery,North,Medium,245.0,9784,289.09999999999997
288,Pen,Stationery,South,Low,276.0,9550,325.68
289,Eraser,Stationery,Central,Medium,106.0,2510,125.08
290,Lamp,Furniture,East,Medium,25020.0,9474,29523.6
291,Bookshelf,Furniture,North,High,33826.0,2738,39914.68
293,Ruler,Stationery,Central,Low,27.0,8967,31.86
294,Frisbee,Sports,South,Low,4734.0,8321,5586.12
295,Frisbee,Sports,South,Low,770.0,3961,908.5999999999999
296,Jeans,Clothing,North,Low,4766.0,8508,5623.88
297,Jeans,Clothing,Central,Medium,1182.0,2473,1394.76
298,Glue,Stationery,Central,Low,55.0,9298,64.89999999999999
299,Jacket,Clothing,West,High,3238.0,4632,3820.8399999999997
300,Desk,Furniture,East,High,5384.0,1455,6353.12
302,Table,Furniture,North,High,45860.0,8229,54114.799999999996
303,Mouse,Electronics,East,Low,52324.0,8885,61742.32
304,Jacket,Clothing,West,Low,1372.0,1206,1618.9599999999998
306,Dumbbell,Sports,South,Medium,1739.0,7309,2052.02
307,Phone,Electronics,West,High,43479.0,8823,51305.219999999994
308,Tablet,Electronics,South,Low,8635.0,8395,10189.3
309,Racket,Sports,West,High,4514.0,5042,5326.5199999999995
310,Desk,Furniture,East,Medium,20934.0,3749,24702.12
311,Eraser,Stationery,North,Low,472.0,3512,556.9599999999999
312,Bat,Sports,South,Medium,4839.0,4303,5710.0199999999995
313,Scissors,Stationery,East,High,483.0,7392,569.9399999999999
314,Scissors,Stationery,South,Low,381.0,3365,449.58
315,Mouse,Electronics,Central,Low,19568.0,9627,23090.239999999998
316,Stapler,Stationery,East,Low,476.0,5535,561.68
317,Racket,Sports,South,High,8696.0,3877,10261.279999999999
318,Bench,Furniture,North,High,41382.0,5487,48830.759999999995
319,Bookshelf,Furniture,South,Medium,47883.0,4148,56501.939999999995
320,Net,Sports,South,Low,8662.0,1907,10221.16
321,Dumbbell,Sports,East,Low,8227.0,7709,9707.859999999999
322,Jacket,Clothing,East,Low,4813.0,7014,5679.34
323,Monitor,Electronics,East,Medium,1808.0,8303,2133.44
324,Ball,Sports,North,Low,4159.0,6258,4907.62
325,Gloves,Clothing,North,Low,1082.0,9106,1276.76
326,Belt,Clothing,North,Medium,4601.0,4990,5429.179999999999
327,Headphones,Electronics,Central,Low,14657.0,1492,17295.26
328,Phone,Electronics,South,Low,79764.0,8601,94121.51999999999
329,Helmet,Sports,West,Low,1688.0,1740,1991.84
330,Pen,Stationery,West,Low,266.0,2802,313.88
331,Phone,Electronics,West,High,72188.0,4719,85181.84
332,Bench,Furniture,West,Medium,12269.0,1303,14477.42
334,Tablet,Electronics,East,Low,45119.0,6253,53240.42
335,Belt,Clothing,North,Low,1401.0,6790,1653.1799999999998
336,Cabinet,Furniture,North,Low,36286.0,6314,42817.479999999996
337,Shoes,Clothing,Central,Medium,2047.0,7505,2415.46
338,T-Shirt,Clothing,North,Low,5455.0,5479,6436.9
339,Bat,Sports,Central,Low,2143.0,8105,2528.74
340,Desk,Furniture,East,Low,24277.0,2972,28646.859999999997
341,Charger,Electronics,Central,High,12272.0,9746,14480.96
342,Stool,Furniture,North,Medium,20741.0,5723,24474.379999999997
343,Marker,Stationery,North,Medium,157.0,4630,185.26
344,Shoes,Clothing,Central,Medium,3975.0,5975,4690.5
345,Skipping Rope,Sports,West,High,657.0,4630,775.26
346,Wardrobe,Furniture,Central,Low,39883.0,6777,47061.939999999995
347,Bookshelf,Furniture,East,Medium,33704.0,4541,39770.72
348,Notebook,Stationery,North,Low,44.0,6701,51.919999999999995
349,T-Shirt,Clothing,Central,Low,3803.0,2789,4487.54
350,Helmet,Sports,South,Low,5924.0,4317,6990.32
351,Frisbee,Sports,East,High,8633.0,8786,10186.939999999999
352,Stapler,Stationery,West,High,12.0,2924,14.16
353,Sweater,Clothing,Central,Low,2488.0,2819,2935.8399999999997
354,Scarf,Clothing,West,Low,3088.0,7400,3643.8399999999997
356,Sweater,Clothing,West,Low,4598.0,3375,5425.639999999999
357,Gloves,Clothing,West,Medium,920.0,6408,1085.6
358,Highlighter,Stationery,South,High,114.0,1175,134.51999999999998
359,Laptop,Electronics,East,Medium,66387.0,9789,78336.65999999999
360,Ruler,Stationery,Central,High,274.0,8046,323.32
361,Scarf,Clothing,East,Low,5739.0,1170,6772.0199999999995
362,Speaker,Electronics,South,Low,50275.0,3526,59324.5
363,Cabinet,Furniture,West,Low,42434.0,6624,50072.119999999995
364,Ball,Sports,South,Low,6157.0,6089,7265.259999999999
365,Racket,Sports,North,Medium,4981.0,9337,5877.58
366,Jacket,Clothing,Central,Low,4391.0,4081,5181.38
367,Jacket,Clothing,North,Medium,5140.0,1693,6065.2
368,T-Shirt,Clothing,North,Low,5858.0,5988,6912.44
369,Jeans,Clothing,Central,Low,441.0,9156,520.38
370,Frisbee,Sports,East,High,8857.0,3354,10451.26
371,Helmet,Sports,West,Medium,2531.0,9347,2986.58
372,Laptop,Electronics,North,Low,69684.0,8659,82227.12
373,Yoga Mat,Sports,North,Medium,5439.0,4903,6418.0199999999995
374,Folder,Stationery,South,Low,331.0,2032,390.58
376,Gloves,Clothing,North,Low,5280.0,4651,6230.4
378,Cap,Clothing,West,Medium,4259.0,2106,5025.62
379,Cabinet,Furniture,Central,Low,21760.0,8936,25676.8
380,Headphones,Electronics,North,Low,48175.0,1125,56846.5
381,Scissors,Stationery,Central,Low,181.0,7317,213.57999999999998
382,Scissors,Stationery,North,High,226.0,6754,266.68
383,Helmet,Sports,West,Low,4796.0,8136,5659.28
384,Camera,Electronics,North,Low,21633.0,3127,25526.94
385,Headphones,Electronics,East,Medium,17950.0,8652,21181.0
386,Sofa,Furniture,East,Low,48847.0,4408,57639.46
387,Eraser,Stationery,Central,Low,449.0,3145,529.8199999999999
388,Highlighter,Stationery,West,Medium,198.0,7621,233.64
389,Football,Sports,South,Low,2161.0,2498,2549.98
390,Net,Sports,West,Low,2526.0,7388,2980.68
392,Ruler,Stationery,East,Low,377.0,4709,444.85999999999996
393,Stapler,Stationery,West,Low,216.0,8609,254.88
394,Lamp,Furniture,South,Low,46039.0,6757,54326.02
395,T-Shirt,Clothing,West,Low,3481.0,2600,4107.58
396,Lamp,Furniture,North,Low,41405.0,1662,48857.899999999994
397,T-Shirt,Clothing,Central,Low,1822.0,3559,2149.96
398,T-Shirt,Clothing,Central,Low,5429.0,4729,6406.219999999999
399,Skipping Rope,Sports,Central,Low,7275.0,6718,8584.5
400,Phone,Electronics,East,High,77893.0,1775,91913.73999999999
401,Chair,Furniture,North,Medium,15271.0,6663,18019.78
402,Keyboard,Electronics,West,High,30140.0,2473,35565.2
403,Scissors,Stationery,West,High,364.0,8418,429.52
404,Bat,Sports,South,Low,8536.0,3091,10072.48
405,Shoes,Clothing,North,High,4780.0,9952,5640.4
406,Bookshelf,Furniture,Central,Low,5391.0,6689,6361.38
407,Jeans,Clothing,South,Medium,1323.0,8969,1561.1399999999999
408,Shoes,Clothing,South,Low,5864.0,6758,6919.5199999999995
409,Stapler,Stationery,South,Medium,133.0,2932,156.94
410,Yoga Mat,Sports,South,Medium,2686.0,8555,3169.48
411,Shoes,Clothing,North,Medium,301.0,4382,355.18
412,Laptop,Electronics,East,Low,15695.0,8340,18520.1
413,Monitor,Electronics,East,Low,75804.0,3754,89448.72
414,Ball,Sports,North,Low,8104.0,6434,9562.72
415,Net,Sports,North,Medium,7264.0,9897,8571.52
416,Notebook,Stationery,East,High,339.0,5119,400.02
417,Chair,Furniture,South,Medium,3157.0,3377,3725.2599999999998
418,Glue,Stationery,South,High,279.0,3760,329.21999999999997
419,Camera,Electronics,Central,Low,25388.0,6836,29957.84
420,Marker,Stationery,East,Low,480.0,5154,566.4
421,Desk,Furniture,North,Low,42670.0,7606,50350.6
422,Headphones,Electronics,West,Low,21841.0,2314,25772.379999999997
423,Bookshelf,Furniture,South,Low,43230.0,2469,51011.399999999994
425,Football,Sports,West,Low,1329.0,9431,1568.22
426,Socks,Clothing,North,Low,5656.0,3888,6674.08
427,Cabinet,Furniture,East,Low,38421.0,4201,45336.78
428,Jeans,Clothing,Central,Low,3972.0,9760,4686.96
429,Cabinet,Furniture,Central,Medium,5432.0,6431,6409.759999999999
430,Net,Sports,Central,Medium,6189.0,3242,7303.0199999999995
431,Glue,Stationery,Central,High,24.0,4645,28.32
432,Jeans,Clothing,South,Medium,3247.0,7821,3831.4599999999996
433,Ruler,Stationery,South,Medium,212.0,4723,250.16
434,Bookshelf,Furniture,Central,Medium,16000.0,5153,18880.0
435,Headphones,Electronics,Central,Medium,65330.0,8506,77089.4
436,Wardrobe,Furniture,Central,Medium,49707.0,2314,58654.259999999995
437,Jeans,Clothing,West,Low,4321.0,2877,5098.78
438,Ball,Sports,West,High,6571.0,4139,7753.78
439,Skipping Rope,Sports,North,Low,1092.0,1773,1288.56
440,Notebook,Stationery,North,Medium,499.0,5914,588.8199999999999
441,Monitor,Electronics,West,High,12695.0,4303,14980.099999999999
442,Ball,Sports,East,Low,5743.0,1190,6776.74
443,Pen,Stationery,South,Low,387.0,6848,456.65999999999997
444,T-Shirt,Clothing,Central,Low,3114.0,2850,3674.52
446,Skipping Rope,Sports,North,Medium,8146.0,5233,9612.279999999999
447,Sofa,Furniture,Central,High,46533.0,3363,54908.939999999995
448,Net,Sports,Central,High,4552.0,1226,5371.36
449,Tablet,Electronics,South,Low,64634.0,1580,76268.12
450,Monitor,Electronics,Central,High,79838.0,8794,94208.84
451,Stool,Furniture,West,Low,41532.0,6913,49007.759999999995
452,Ruler,Stationery,South,Low,77.0,1715,90.86
453,Sofa,Furniture,East,Medium,23216.0,7355,27394.879999999997
454,Glue,Stationery,North,Low,257.0,1336,303.26
455,Stool,Furniture,Central,Low,11057.0,3353,13047.26
456,Scissors,Stationery,East,Low,144.0,9653,169.92
457,Racket,Sports,North,High,1710.0,7983,2017.8
458,Ball,Sports,East,Medium,4050.0,3312,4779.0
459,Camera,Electronics,East,Medium,67903.0,5017,80125.54
460,Ruler,Stationery,West,Low,370.0,6295,436.59999999999997
461,Belt,Clothing,East,High,2123.0,3470,2505.14
462,Bookshelf,Furniture,North,High,45500.0,8299,53690.0
464,Folder,Stationery,East,Medium,292.0,6578,344.56
465,Headphones,Electronics,Central,High,77867.0,6791,91883.06
466,Socks,Clothing,West,Medium,754.0,6230,889.7199999999999
467,Lamp,Furniture,East,Medium,12284.0,4881,14495.119999999999
468,Headphones,Electronics,North,Low,27459.0,5630,32401.62
469,Ball,Sports,South,Low,1080.0,1796,1274.3999999999999
472,Glue,Stationery,North,Medium,217.0,6534,256.06
473,Desk,Furniture,West,Medium,7214.0,6480,8512.52
474,Gloves,Clothing,West,Low,3995.0,1421,4714.099999999999
475,Highlighter,Stationery,East,Low,324.0,6393,382.32
476,Chair,Furniture,North,Low,10849.0,2472,12801.82
477,Glue,Stationery,West,Low,358.0,3513,422.44
478,Frisbee,Sports,East,Low,4374.0,8824,5161.32
479,Camera,Electronics,Central,High,60596.0,6920,71503.28
480,Football,Sports,East,Low,298.0,2634,351.64
481,Stapler,Stationery,South,Low,56.0,3197,66.08
482,Laptop,Electronics,Central,Medium,73977.0,5245,87292.86
483,Dumbbell,Sports,South,High,2805.0,6747,3309.8999999999996
484,Stool,Furniture,West,Low,24059.0,7373,28389.62
485,Shoes,Clothing,East,Medium,416.0,1252,490.88
486,Keyboard,Electronics,East,Low,75150.0,7153,88677.0
487,Desk,Furniture,East,Low,47982.0,4790,56618.759999999995
488,Marker,Stationery,East,Medium,339.0,9169,400.02
489,Bench,Furniture,South,Low,19016.0,3236,22438.879999999997
