order_id,customer_id,order_date,status,region_code
O00095,C0060,2025-08-26 18:50:08,PLACED,NORTH
O00096,C0370,2026-05-21 19:49:55,SHIPPED,EAST
O00097,C0476,2026-01-03 04:07:08,DELIVERED,NORTH
O00098,C0698,2025-03-26 17:44:21,SHIPPED,WEST
O00099,C0609,2026-03-29 11:58:14,SHIPPED,WEST
O00100,C0601,2026-02-26 05:36:19,SHIPPED,SOUTH
O00101,C0265,2026-03-29 17:38:50,DELIVERED,NORTH
O00102,C0292,2025-08-26 15:51:25,DELIVERED,SOUTH
O00103,C0586,2026-05-23 20:32:37,RETURNED,SOUTH
O00104,C0663,2025-08-06 20:23:33,DELIVERED,EAST
O00105,C0668,2025-05-15 01:46:02,DELIVERED,NORTH
O00106,C0486,2026-05-31 20:18:51,DELIVERED,CENTRAL
O00107,C0009,2025-04-16 19:22:32,SHIPPED,EAST
O00108,C0730,2026-07-09 17:53:43,DELIVERED,WEST
O00109,C0386,2025-11-25 20:24:38,DELIVERED,SOUTH
O00110,C0478,2026-03-31 16:05:53,DELIVERED,CENTRAL
O00111,,2025-07-02 11:14:09,PLACED,EAST
O00112,C0575,2026-05-25 09:39:57,DELIVERED,EAST
O00113,C0306,2026-01-24 14:23:08,PLACED,NORTH
O00114,C0345,2025-02-10 18:01:16,DELIVERED,EAST
O00115,C0268,2025-12-24 01:52:12,SHIPPED,CENTRAL
O00116,C0784,2026-06-03 15:58:19,CANCELLED,CENTRAL
O00117,C0414,2026-05-28 01:22:38,DELIVERED,NORTH
O00118,C0672,2026-02-25 07:42:05,RETURNED,EAST
O00119,C0429,2025-05-11 06:16:12,DELIVERED,NORTH
O00120,C0598,2026-01-01 23:21:43,RETURNED,SOUTH
O00121,C0352,2026-01-16 07:52:16,DELIVERED,CENTRAL
O00122,C0654,2026-05-04 18:10:24,CANCELLED,EAST
O00123,C0520,2025-02-19 04:02:13,DELIVERED,CENTRAL
O00124,C0186,2026-01-01 04:31:54,PLACED,SOUTH
O00125,C0759,2025-12-15 21:37:11,DELIVERED,CENTRAL
O00126,C0782,2026-06-09 10:16:45,SHIPPED,EAST
O00127,C0671,2025-12-11 16:20:04,SHIPPED,SOUTH
O00128,C0763,2026-05-08 20:40:27,SHIPPED,EAST
O00129,C0381,2026-03-04 14:17:38,DELIVERED,WEST
O00130,C0121,2026-04-27 17:43:07,PLACED,CENTRAL
O00131,C0595,2026-07-09 20:11:25,DELIVERED,WEST
O00132,C0200,2026-06-14 17:34:28,PLACED,WEST
O00133,C0543,2025-12-26 20:52:37,DELIVERED,SOUTH
O00134,C0141,2025-11-15 13:47:56,SHIPPED,CENTRAL
O00135,C0469,2024-10-20 05:53:30,SHIPPED,SOUTH
O00136,C0798,2026-05-21 20:18:15,DELIVERED,SOUTH
O00137,C0321,2026-06-25 19:55:05,PLACED,WEST
O00138,C0281,2025-10-28 07:35:06,DELIVERED,SOUTH
O00139,C0591,2026-02-14 19:00:35,SHIPPED,NORTH
O00140,C0133,2026-02-11 15:21:58,DELIVERED,WEST
O00141,C0414,2026-06-18 07:24:12,RETURNED,WEST
O00142,C0005,2025-11-01 15:37:31,DELIVERED,EAST
O00143,C0015,2026-05-24 20:12:15,SHIPPED,CENTRAL
O00144,C0196,2026-02-13 11:29:42,DELIVERED,SOUTH
O00145,C0232,2026-06-08 10:23:35,SHIPPED,NORTH
O00146,C0393,2025-07-26 22:52:19,DELIVERED,SOUTH
O00147,C0067,2025-11-15 18:07:33,SHIPPED,EAST
O00148,C0467,2026-01-17 07:46:12,DELIVERED,CENTRAL
O00149,C0346,2025-11-17 20:06:20,CANCELLED,SOUTH
O00150,C0351,2026-03-02 17:35:34,DELIVERED,SOUTH
O00151,C0169,2026-05-19 16:55:55,DELIVERED,SOUTH
O00152,C0230,2026-05-13 17:43:53,SHIPPED,NORTH
O00153,C0604,2026-01-28 23:03:04,SHIPPED,EAST
O00154,C0729,2026-05-03 06:57:05,DELIVERED,WEST
O00155,C0656,2026-06-03 20:01:55,DELIVERED,CENTRAL
O00156,C0050,2025-10-05 07:32:49,RETURNED,NORTH
O00157,C0670,2024-12-10 08:00:47,PLACED,NORTH
O00158,C0427,2026-06-07 03:19:38,DELIVERED,CENTRAL
O00159,C0259,2026-05-22 11:23:19,DELIVERED,SOUTH
O00160,,2025-06-05 05:26:57,SHIPPED,NORTH
O00161,C0679,2025-09-19 03:16:01,SHIPPED,CENTRAL
O00162,C0718,2025-09-14 12:54:48,DELIVERED,NORTH
O00163,C0524,2026-04-26 06:46:24,DELIVERED,EAST
O00164,C0117,2026-03-02 12:59:16,PLACED,SOUTH
O00165,C0624,2025-09-03 13:47:57,DELIVERED,CENTRAL
O00166,C0207,2025-10-03 00:08:47,DELIVERED,EAST
O00167,C0165,2025-12-02 07:17:16,DELIVERED,SOUTH
O00168,C0705,2026-03-24 16:06:45,SHIPPED,NORTH
O00169,C0014,2026-05-12 16:08:56,PLACED,NORTH
O00170,C0588,2026-06-17 15:28:21,DELIVERED,NORTH
O00171,C0799,2026-06-29 10:52:44,PLACED,NORTH
O00172,C0263,2026-06-05 13:24:48,SHIPPED,EAST
O00173,C0271,2025-06-26 14:45:26,PLACED,SOUTH
O00174,C0041,2025-09-03 16:33:53,DELIVERED,EAST
O00175,C0437,2026-05-28 19:41:36,PLACED,NORTH
O00176,C0010,2026-04-23 18:24:26,PLACED,SOUTH
O00177,C0337,2025-06-05 16:47:37,CANCELLED,CENTRAL
O00178,C0275,2025-12-19 02:22:08,DELIVERED,EAST
O00179,C0188,2024-12-25 09:58:56,DELIVERED,WEST
O00180,C0279,2026-03-27 14:15:28,DELIVERED,WEST
O00181,C0432,2026-04-20 23:22:30,CANCELLED,SOUTH
O00182,C0116,2024-10-11 22:11:41,DELIVERED,NORTH
O00183,C0164,2025-11-12 06:40:34,DELIVERED,CENTRAL
O00184,C0495,2026-07-06 18:49:29,DELIVERED,WEST
O00185,C0186,2026-03-08 23:04:03,DELIVERED,CENTRAL
O00186,C0030,18-05-2026 23:34:40,DELIVERED,SOUTH
O00187,C0495,2026-05-06 18:49:01,PLACED,WEST
O00188,C0452,2025-10-27 20:29:35,PLACED,EAST
O00189,C0013,2026-03-15 23:41:26,RETURNED,EAST
O00190,NULL,2026-02-11 03:40:29,DELIVERED,CENTRAL
O00191,C0098,2026-06-12 01:13:02,DELIVERED,SOUTH
O00192,C0494,2026-01-26 13:14:15,DELIVERED,WEST
O00193,C0153,2026-05-21 16:42:32,DELIVERED,CENTRAL
O00194,C0056,2027-07-02 00:00:00,DELIVERED,SOUTH
O00195,C0518,2026-05-20 12:10:47,CANCELLED,SOUTH
O00196,C0077,2026-05-10 15:40:13,DELIVERED,SOUTH
O00197,C0339,2026-04-01 00:18:22,PLACED,SOUTH
O00198,C0564,2026-04-25 20:09:07,DELIVERED,SOUTH
O00199,C0081,2025-10-24 14:08:36,DELIVERED,CENTRAL
O00200,,2024-09-07 08:48:32,CANCELLED,WEST
O00201,C0324,2026-01-05 02:25:40,RETURNED,NORTH
O00202,C0106,2026-02-23 16:19:48,DELIVERED,CENTRAL
O00203,C0563,2025-11-18 01:34:54,DELIVERED,CENTRAL
O00204,C0634,2026-04-14 04:34:19,SHIPPED,CENTRAL
O00205,C0576,2024-12-08 15:59:12,DELIVERED,WEST
O00206,C0350,2026-06-11 15:19:28,DELIVERED,SOUTH
O00207,C0466,2025-03-15 20:25:05,DELIVERED,CENTRAL
O00208,C0615,2025-07-03 11:51:03,DELIVERED,EAST
O00209,C0734,2025-08-11 11:48:59,PLACED,SOUTH
O00210,C0003,2025-03-23 03:21:28,DELIVERED,EAST
O00211,C0561,2025-09-18 10:30:26,DELIVERED,NORTH
O00212,C0047,26-02-2026 21:01:10,DELIVERED,WEST
O00213,C0110,2025-09-21 12:17:46,DELIVERED,SOUTH
O00214,C0124,2025-12-25 04:07:17,SHIPPED,SOUTH
O00215,C0734,2025-05-14 11:32:16,PLACED,WEST
O00216,C0048,2026-06-22 11:33:26,DELIVERED,CENTRAL
O00217,C0127,2026-06-06 20:54:52,CANCELLED,WEST
O00218,C0675,2026-06-27 21:43:51,PLACED,WEST
O00219,C0005,2026-05-11 23:21:14,DELIVERED,CENTRAL
O00220,C0444,2026-07-03 21:18:46,CANCELLED,SOUTH
O00221,C0709,02-06-2026 20:38:04,DELIVERED,SOUTH
O00222,C0107,2026-05-16 14:43:13,DELIVERED,CENTRAL
O00223,C0330,2026-06-03 18:38:48,CANCELLED,WEST
O00224,C0624,2026-06-08 16:54:07,DELIVERED,SOUTH
O00225,C0281,2026-01-09 12:25:01,RETURNED,EAST
O00226,C0464,2025-06-02 14:13:52,PLACED,CENTRAL
O00227,C0717,2026-06-29 12:22:50,DELIVERED,EAST
O00228,C0719,2026-07-03 17:55:18,CANCELLED,CENTRAL
O00229,C0648,2026-02-03 09:46:46,SHIPPED,CENTRAL
O00230,C0732,2025-02-11 16:47:39,DELIVERED,SOUTH
O00231,C0728,2026-01-30 22:29:18,RETURNED,SOUTH
O00232,C0516,2026-05-27 16:23:13,DELIVERED,EAST
O00233,,2024-12-11 15:18:35,DELIVERED,CENTRAL
O00234,C0492,2026-04-23 06:21:09,DELIVERED,CENTRAL
O00235,C0293,2026-06-14 13:21:40,DELIVERED,NORTH
O00236,C0536,2025-02-12 16:45:12,PLACED,SOUTH
O00237,C0055,2025-12-03 14:26:36,PLACED,EAST
O00238,C0769,2026-07-05 12:50:43,SHIPPED,EAST
O00239,C0700,2025-01-11 14:47:44,PLACED,NORTH
O00240,C0708,2026-06-10 07:22:13,SHIPPED,CENTRAL
O00241,C0034,2026-03-14 14:19:30,DELIVERED,NORTH
O00242,C0631,06-05-2026 05:21:07,DELIVERED,CENTRAL
O00243,C0230,2026-07-02 19:53:51,DELIVERED,SOUTH
O00244,C0524,2026-06-16 04:32:43,DELIVERED,EAST
O00245,C0710,2026-05-22 13:28:15,CANCELLED,WEST
O00246,C0427,2026-06-30 12:30:44,SHIPPED,CENTRAL
O00247,C0056,2024-07-11 01:41:22,DELIVERED,SOUTH
O00248,C0636,2026-05-06 20:32:13,DELIVERED,WEST
O00249,C0231,2026-04-26 19:35:44,DELIVERED,CENTRAL
O00250,C0757,2025-10-12 15:56:54,SHIPPED,SOUTH
O00251,C0302,2025-11-14 14:30:59,SHIPPED,NORTH
O00252,C0192,2025-08-21 23:46:33,DELIVERED,NORTH
O00253,C0387,2025-07-05 18:44:18,DELIVERED,CENTRAL
O00254,C0271,2024-10-10 00:36:57,SHIPPED,EAST
O00255,C0006,2025-03-14 18:08:13,DELIVERED,SOUTH
O00256,C0041,2025-05-20 09:14:19,CANCELLED,CENTRAL
O00257,C0053,2025-12-25 21:55:57,DELIVERED,CENTRAL
O00258,NULL,2026-01-05 01:35:58,PLACED,EAST
O00259,C0539,2025-11-03 20:23:20,RETURNED,CENTRAL
O00260,C0070,2026-05-12 16:54:57,DELIVERED,WEST
O00261,C0557,2025-08-22 03:04:32,DELIVERED,EAST
O00262,C0227,2026-03-04 20:36:05,DELIVERED,EAST
O00263,C0370,2026-03-03 00:09:20,SHIPPED,CENTRAL
O00264,C0544,2025-07-04 19:58:46,RETURNED,NORTH
O00265,C0118,2026-05-25 18:57:30,SHIPPED,SOUTH
O00266,C0658,15-12-2025 16:13:03,CANCELLED,SOUTH
O00267,C0041,2026-07-05 03:40:46,CANCELLED,WEST
O00268,C0117,2025-04-26 17:14:55,SHIPPED,EAST
O00269,C0026,2025-10-13 11:06:52,DELIVERED,EAST
O00270,C0527,2026-06-26 18:47:39,DELIVERED,WEST
O00271,C0045,2025-02-16 05:55:46,CANCELLED,SOUTH
O00272,C0329,2025-08-04 03:41:29,PLACED,NORTH
O00273,C0172,2025-06-16 16:39:07,DELIVERED,SOUTH
O00274,C0687,2026-06-28 05:45:00,DELIVERED,WEST
O00275,C0107,2026-04-28 23:02:06,DELIVERED,WEST
O00276,C0663,2025-04-10 00:25:24,DELIVERED,SOUTH
O00277,C0025,2026-03-30 16:34:43,DELIVERED,NORTH
O00278,C0090,2025-02-08 21:26:32,PLACED,EAST
O00279,C0572,2024-11-18 17:08:08,DELIVERED,SOUTH
O00280,C0265,2025-07-07 14:49:32,DELIVERED,WEST
O00281,C0444,2026-06-17 17:16:31,PLACED,NORTH
O00282,C0548,2025-09-11 06:58:55,DELIVERED,CENTRAL
O00283,C0065,2026-06-10 10:15:44,PLACED,NORTH
O00284,C0367,2026-06-23 20:03:50,DELIVERED,EAST
O00285,C0703,2025-10-01 01:35:03,DELIVERED,EAST
O00286,C0784,2026-07-06 23:40:23,DELIVERED,WEST
O00287,C0677,2026-04-14 23:48:49,DELIVERED,CENTRAL
O00288,C0226,2024-10-14 22:20:04,DELIVERED,CENTRAL
O00289,C0303,2026-06-22 05:44:02,PLACED,EAST
O00290,C0012,2025-09-03 22:26:19,CANCELLED,SOUTH
O00291,C0127,2025-08-27 05:21:14,PLACED,CENTRAL
O00292,C0404,2026-04-17 14:37:11,DELIVERED,NORTH
O00293,C0313,2025-03-10 03:40:10,DELIVERED,EAST
O00294,C0217,2025-05-17 12:26:14,CANCELLED,CENTRAL
O00295,C0146,2025-12-29 12:12:12,SHIPPED,CENTRAL
O00296,C0259,2025-10-16 22:30:11,PLACED,CENTRAL
O00297,NULL,2026-04-23 07:01:02,DELIVERED,CENTRAL
O00298,C0473,2026-05-18 08:48:07,DELIVERED,EAST
O00299,C0688,2024-08-22 07:43:58,SHIPPED,SOUTH
O00300,C0744,2026-06-20 23:05:14,DELIVERED,EAST
O00301,C0366,2025-10-11 19:03:06,DELIVERED,SOUTH
O00302,C0103,2025-12-01 17:40:14,DELIVERED,SOUTH
O00303,NULL,2026-03-30 16:33:17,DELIVERED,CENTRAL
O00304,C0676,2025-02-23 10:12:14,DELIVERED,SOUTH
O00305,C0580,2025-09-14 07:04:17,DELIVERED,EAST
O00306,C0439,2025-08-20 23:40:06,PLACED,SOUTH
O00307,C0227,2026-05-30 08:58:15,SHIPPED,EAST
O00308,C0138,2025-12-10 20:17:33,DELIVERED,WEST
O00309,NULL,2026-02-15 23:02:13,DELIVERED,EAST
O00310,C0499,2026-06-01 02:58:37,PLACED,CENTRAL
O00311,C0084,2026-04-30 20:09:31,SHIPPED,SOUTH
O00312,C0552,2026-01-31 06:52:41,SHIPPED,NORTH
O00313,C0745,2024-08-28 13:33:25,CANCELLED,CENTRAL
O00314,C0647,2025-07-10 02:45:04,DELIVERED,CENTRAL
O00315,C0415,2026-02-18 10:55:55,DELIVERED,NORTH
O00316,C0565,2025-09-24 10:14:25,DELIVERED,CENTRAL
O00317,C0484,2025-11-20 21:43:52,DELIVERED,EAST
O00318,C0402,2026-03-09 17:22:07,CANCELLED,CENTRAL
O00319,C0751,2026-03-04 00:18:31,PLACED,CENTRAL
O00320,C0523,2026-03-21 14:00:44,DELIVERED,CENTRAL
O00321,C0011,2026-04-03 08:36:40,SHIPPED,CENTRAL
O00322,C0701,2026-06-07 02:26:36,DELIVERED,SOUTH
O00323,C0457,2024-11-01 16:07:15,SHIPPED,CENTRAL
O00324,C0676,2026-05-09 10:53:45,RETURNED,WEST
O00325,C0368,2026-05-19 22:11:06,SHIPPED,WEST
O00326,C0238,2025-11-12 09:54:30,SHIPPED,SOUTH
O00327,C0044,2026-06-05 07:20:20,SHIPPED,EAST
O00328,C0398,2026-05-10 04:50:25,CANCELLED,NORTH
O00329,C0041,2026-06-08 17:22:39,SHIPPED,CENTRAL
O00330,NULL,2026-06-29 04:52:19,SHIPPED,EAST
O00331,C0593,2025-08-27 19:25:14,DELIVERED,WEST
O00332,C0670,2025-09-15 00:05:47,DELIVERED,NORTH
O00333,C0530,2025-06-28 09:54:38,DELIVERED,SOUTH
O00334,C0529,2026-06-16 16:50:25,DELIVERED,EAST
O00335,C0499,2026-05-18 14:47:45,CANCELLED,NORTH
O00336,C0514,2026-02-09 23:16:42,DELIVERED,SOUTH
O00337,NULL,2025-08-04 15:44:40,DELIVERED,SOUTH
O00338,C0154,2025-08-16 04:10:27,SHIPPED,CENTRAL
O00339,C0735,2026-03-27 13:08:47,PLACED,SOUTH
O00340,C0425,2026-05-05 00:40:36,SHIPPED,NORTH
O00341,,2026-05-09 21:45:06,DELIVERED,CENTRAL
O00342,C0166,2026-04-19 13:51:29,PLACED,NORTH
O00343,C0131,2026-07-07 17:16:54,DELIVERED,SOUTH
O00344,C0645,2025-08-03 04:21:17,PLACED,CENTRAL
O00345,C0151,2025-02-09 10:16:31,SHIPPED,SOUTH
O00346,C0530,2025-10-25 22:15:12,DELIVERED,CENTRAL
O00347,C0653,2025-06-22 11:06:09,CANCELLED,EAST
O00348,C0088,2025-03-07 05:35:38,DELIVERED,WEST
O00349,C0494,2025-09-12 11:35:43,SHIPPED,WEST
O00350,C0616,19-10-2024 20:20:49,DELIVERED,SOUTH
O00351,C0639,2026-05-26 09:02:48,SHIPPED,EAST
O00352,C0465,2026-06-24 23:00:42,DELIVERED,SOUTH
O00353,C0388,2025-04-26 09:31:49,PLACED,NORTH
O00354,C0208,2026-01-19 00:02:44,CANCELLED,CENTRAL
O00355,C0701,2026-07-01 18:11:35,DELIVERED,CENTRAL
O00356,C0099,2025-07-13 19:23:21,DELIVERED,CENTRAL
O00357,C0615,2024-07-31 07:41:39,CANCELLED,CENTRAL
O00358,C0516,2025-12-13 15:19:56,PLACED,SOUTH
O00359,C0618,2026-05-31 10:30:34,DELIVERED,WEST
O00360,C0535,2025-05-23 18:07:06,DELIVERED,NORTH
O00361,C0715,2026-03-08 18:14:52,DELIVERED,WEST
O00362,C0788,2025-06-07 02:45:48,DELIVERED,CENTRAL
O00363,C0101,2026-03-09 05:50:55,PLACED,WEST
O00364,C0785,2026-05-01 13:47:39,CANCELLED,NORTH
O00365,C0291,2026-03-14 08:29:19,CANCELLED,WEST
O00366,C0264,2025-01-10 19:36:25,PLACED,NORTH
O00367,C0592,2025-11-14 20:51:48,PLACED,NORTH
O00368,C0385,2026-04-09 09:37:26,SHIPPED,EAST
O00369,C0419,2026-06-22 04:08:59,PLACED,WEST
O00370,C0668,2025-09-28 16:05:28,SHIPPED,CENTRAL
O00371,C0434,2026-02-21 00:05:59,DELIVERED,WEST
O00372,C0774,2024-12-06 05:07:30,DELIVERED,CENTRAL
O00373,C0495,2026-03-07 16:53:37,DELIVERED,CENTRAL
O00374,C0496,2025-12-09 13:22:44,RETURNED,CENTRAL
O00375,C0353,2026-06-22 23:41:10,DELIVERED,SOUTH
O00376,C0676,2024-10-01 11:55:10,DELIVERED,WEST
O00377,,2024-12-13 16:04:46,PLACED,CENTRAL
O00378,C0411,25-08-2025 20:56:19,DELIVERED,CENTRAL
O00379,C0714,2025-12-14 17:12:22,DELIVERED,SOUTH
O00380,C0399,06-11-2025 21:35:57,PLACED,NORTH
O00381,C0149,2026-03-28 04:16:13,CANCELLED,WEST
O00382,C0091,2024-08-19 18:32:46,SHIPPED,EAST
O00383,C0082,2025-05-31 07:48:37,DELIVERED,WEST
O00384,C0629,2026-05-07 19:59:47,DELIVERED,CENTRAL
O00385,,2026-05-28 00:24:40,DELIVERED,WEST
O00386,C0011,2025-10-06 08:02:51,CANCELLED,CENTRAL
O00387,C0293,2024-12-31 06:20:16,PLACED,CENTRAL
O00388,C0523,2026-06-12 03:51:56,DELIVERED,CENTRAL
O00389,C0174,2025-12-08 00:06:50,DELIVERED,NORTH
O00390,C0162,2024-09-06 10:52:02,RETURNED,WEST
O00391,C0362,2025-12-03 03:24:19,DELIVERED,CENTRAL
O00392,C0206,2026-03-20 03:25:24,PLACED,NORTH
O00393,C0093,2026-05-23 10:34:29,SHIPPED,CENTRAL
O00394,C0597,2025-03-28 08:57:56,SHIPPED,EAST
O00395,C0232,2026-07-03 20:55:44,RETURNED,WEST
O00396,C0414,2026-03-27 21:40:38,SHIPPED,WEST
O00397,C0519,2026-04-19 16:09:45,DELIVERED,CENTRAL
O00398,C0302,2025-08-22 01:25:24,RETURNED,CENTRAL
O00399,C0264,2026-06-28 11:55:51,DELIVERED,CENTRAL
O00400,C0257,2026-06-04 22:54:10,RETURNED,CENTRAL
O00401,C0496,2026-06-28 00:36:51,SHIPPED,EAST
O00402,C0795,2026-01-19 04:46:38,DELIVERED,CENTRAL
O00403,C0029,2026-04-27 14:08:37,PLACED,NORTH
O00404,C0392,2025-11-05 04:18:43,DELIVERED,SOUTH
O00405,C0694,2026-05-26 14:52:11,SHIPPED,EAST
O00406,C0423,2026-03-01 03:05:44,DELIVERED,NORTH
O00407,,2025-12-21 13:11:38,SHIPPED,NORTH
O00408,C0409,2026-06-29 19:39:35,DELIVERED,EAST
O00409,C0078,2026-06-09 08:47:40,RETURNED,WEST
O00410,C0322,2025-07-08 14:25:28,SHIPPED,CENTRAL
O00411,C0276,02-11-2025 23:40:28,RETURNED,SOUTH
O00412,C0511,2025-10-12 02:03:14,SHIPPED,SOUTH
O00413,C0272,2024-12-08 14:37:59,SHIPPED,SOUTH
O00414,C0634,2025-09-07 12:49:52,SHIPPED,NORTH
O00415,C0123,2026-01-14 11:33:25,DELIVERED,WEST
O00416,C0629,2025-08-28 13:44:13,DELIVERED,CENTRAL
O00417,C0044,2026-01-11 14:34:33,DELIVERED,EAST
O00418,C0505,2026-06-10 02:54:31,CANCELLED,WEST
O00419,C0188,2026-05-14 14:52:56,CANCELLED,EAST
O00420,C0408,2025-06-23 12:06:34,DELIVERED,SOUTH
O00421,C0056,2025-08-13 08:25:08,DELIVERED,WEST
O00422,C0554,2024-07-26 07:00:42,DELIVERED,WEST
O00423,C0703,2025-06-24 18:30:53,DELIVERED,NORTH
